Year,League,Series_Name,Series_Dates,Winner_Team,Winner_Wins,Loser_Team,Loser_Wins,Winner_Seed,Loser_Seed,Favorite_Team,Favorite_Odds,Underdog_Team,Underdog_Odds
2000,NBA,Eastern Conf Semifinals,May 6 - May 19 2000,Indiana Pacers,4,Philadelphia 76ers,2,1,5,IND,-185.0,PHI,165.0
2000,NBA,Eastern Conf Semifinals,May 7 - May 21 2000,New York Knicks,4,Miami Heat,3,3,2,MIA,-155.0,NYK,135.0
2000,NBA,Western Conf Semifinals,May 7 - May 16 2000,Los Angeles Lakers,4,Phoenix Suns,1,1,5,LAL,-2200.0,PHO,1500.0
2000,NBA,Western Conf Semifinals,May 7 - May 16 2000,Portland Trail Blazers,4,Utah Jazz,1,3,2,POR,-240.0,UTA,190.0
2000,NBA,Eastern Conf Finals,May 23 - Jun 2 2000,Indiana Pacers,4,New York Knicks,2,1,3,IND,-260.0,NYK,220.0
2000,NBA,Western Conf Finals,May 20 - Jun 4 2000,Los Angeles Lakers,4,Portland Trail Blazers,3,1,3,LAL,-340.0,POR,280.0
2000,NBA,Finals,Jun 7 - Jun 19 2000,Los Angeles Lakers,4,Indiana Pacers,2,1,1,LAL,-800.0,IND,550.0
1999,NBA,Eastern Conf First Round,May 8 - May 16 1999,Atlanta Hawks,3,Detroit Pistons,2,4,5,ATL,-160.0,DET,140.0
1999,NBA,Eastern Conf First Round,May 9 - May 13 1999,Indiana Pacers,3,Milwaukee Bucks,0,2,7,IND,-400.0,MIL,300.0
1999,NBA,Eastern Conf First Round,May 8 - May 16 1999,New York Knicks,3,Miami Heat,2,8,1,MIA,-280.0,NYK,230.0
1999,NBA,Eastern Conf First Round,May 9 - May 15 1999,Philadelphia 76ers,3,Orlando Magic,1,6,3,ORL,-210.0,PHI,175.0
1999,NBA,Western Conf First Round,May 9 - May 15 1999,Los Angeles Lakers,3,Houston Rockets,1,4,5,LAL,-165.0,HOU,145.0
1999,NBA,Western Conf First Round,May 8 - May 12 1999,Portland Trail Blazers,3,Phoenix Suns,0,2,7,POR,-500.0,PHO,350.0
1999,NBA,Western Conf First Round,May 9 - May 15 1999,San Antonio Spurs,3,Minnesota Timberwolves,1,1,8,SAS,-1500.0,MIN,1000.0
1999,NBA,Western Conf First Round,May 8 - May 16 1999,Utah Jazz,3,Sacramento Kings,2,3,6,UTA,-1000.0,SAC,700.0
1999,NBA,Eastern Conf Semifinals,May 17 - May 23 1999,Indiana Pacers,4,Philadelphia 76ers,0,2,6,IND,-400.0,PHI,300.0
1999,NBA,Eastern Conf Semifinals,May 18 - May 24 1999,New York Knicks,4,Atlanta Hawks,0,8,4,ATL,-135.0,NYK,115.0
1999,NBA,Western Conf Semifinals,May 18 - May 27 1999,Portland Trail Blazers,4,Utah Jazz,2,2,3,UTA,-125.0,POR,105.0
1999,NBA,Western Conf Semifinals,May 17 - May 23 1999,San Antonio Spurs,4,Los Angeles Lakers,0,1,4,SAS,-220.0,LAL,180.0
1999,NBA,Eastern Conf Finals,May 30 - Jun 11 1999,New York Knicks,4,Indiana Pacers,2,8,2,IND,-240.0,NYK,200.0
1999,NBA,Western Conf Finals,May 29 - Jun 6 1999,San Antonio Spurs,4,Portland Trail Blazers,0,1,2,SAS,-200.0,POR,170.0
1999,NBA,Finals,Jun 16 - Jun 25 1999,San Antonio Spurs,4,New York Knicks,1,1,8,SAS,-900.0,NYK,600.0
1998,NBA,Eastern Conf First Round,Apr 23 - May 1 1998,Charlotte Hornets,3,Atlanta Hawks,1,4,5,CHH,-120.0,ATL,100.0
1998,NBA,Eastern Conf First Round,Apr 24 - Apr 29 1998,Chicago Bulls,3,New Jersey Nets,0,1,8,CHI,-2500.0,NJN,1800.0
1998,NBA,Eastern Conf First Round,Apr 23 - Apr 30 1998,Indiana Pacers,3,Cleveland Cavaliers,1,3,6,IND,-450.0,CLE,325.0
1998,NBA,Eastern Conf First Round,Apr 24 - May 3 1998,New York Knicks,3,Miami Heat,2,7,2,MIA,-500.0,NYK,350.0
1998,NBA,Western Conf First Round,Apr 24 - Apr 30 1998,Los Angeles Lakers,3,Portland Trail Blazers,1,3,6,LAL,-550.0,POR,375.0
1998,NBA,Western Conf First Round,Apr 23 - Apr 29 1998,San Antonio Spurs,3,Phoenix Suns,1,5,4,PHO,-135.0,SAS,115.0
1998,NBA,Western Conf First Round,Apr 24 - May 2 1998,Seattle SuperSonics,3,Minnesota Timberwolves,2,2,7,SEA,-2000.0,MIN,1400.0
1998,NBA,Western Conf First Round,Apr 23 - May 3 1998,Utah Jazz,3,Houston Rockets,2,1,8,UTA,-850.0,HOU,525.0
1998,NBA,Eastern Conf Semifinals,May 3 - May 13 1998,Chicago Bulls,4,Charlotte Hornets,1,1,4,CHI,-2000.0,CHH,1400.0
1998,NBA,Eastern Conf Semifinals,May 5 - May 13 1998,Indiana Pacers,4,New York Knicks,1,3,7,IND,-1100.0,NYK,700.0
1998,NBA,Western Conf Semifinals,May 4 - May 12 1998,Los Angeles Lakers,4,Seattle SuperSonics,1,3,2,LAL,-115.0,SEA,-105.0
1998,NBA,Western Conf Semifinals,May 5 - May 12 1998,Utah Jazz,4,San Antonio Spurs,1,1,5,UTA,-270.0,SAS,210.0
1998,NBA,Eastern Conf Finals,May 17 - May 31 1998,Chicago Bulls,4,Indiana Pacers,3,1,3,CHI,-600.0,IND,400.0
1998,NBA,Western Conf Finals,May 16 - May 24 1998,Utah Jazz,4,Los Angeles Lakers,0,1,3,LAL,-130.0,UTA,110.0
1998,NBA,Finals,Jun 3 - Jun 14 1998,Chicago Bulls,4,Utah Jazz,2,1,1,CHI,-125.0,UTA,105.0
1997,NBA,Eastern Conf First Round,Apr 25 - May 4 1997,Atlanta Hawks,3,Detroit Pistons,2,4,5,ATL,-170.0,DET,150.0
1997,NBA,Eastern Conf First Round,Apr 25 - Apr 30 1997,Chicago Bulls,3,Washington Bullets,0,1,8,CHI,-2500.0,WSB,1800.0
1997,NBA,Eastern Conf First Round,Apr 24 - May 4 1997,Miami Heat,3,Orlando Magic,2,2,7,MIA,-400.0,ORL,300.0
1997,NBA,Eastern Conf First Round,Apr 24 - Apr 28 1997,New York Knicks,3,Charlotte Hornets,0,3,6,NYK,-250.0,CHH,200.0
1997,NBA,Western Conf First Round,Apr 24 - Apr 29 1997,Houston Rockets,3,Minnesota Timberwolves,0,3,6,HOU,-1300.0,MIN,800.0
1997,NBA,Western Conf First Round,Apr 25 - May 2 1997,Los Angeles Lakers,3,Portland Trail Blazers,1,4,5,LAL,-330.0,POR,250.0
1997,NBA,Western Conf First Round,Apr 25 - May 3 1997,Seattle SuperSonics,3,Phoenix Suns,2,2,7,SEA,-650.0,PHO,450.0
1997,NBA,Western Conf First Round,Apr 24 - Apr 28 1997,Utah Jazz,3,Los Angeles Clippers,0,1,8,UTA,-3300.0,LAC,2200.0
1997,NBA,Eastern Conf Semifinals,May 6 - May 13 1997,Chicago Bulls,4,Atlanta Hawks,1,1,4,CHI,-1700.0,ATL,1100.0
1997,NBA,Eastern Conf Semifinals,May 7 - May 18 1997,Miami Heat,4,New York Knicks,3,2,3,MIA,-145.0,NYK,125.0
1997,NBA,Western Conf Semifinals,May 5 - May 17 1997,Houston Rockets,4,Seattle SuperSonics,3,3,2,HOU,-130.0,SEA,110.0
1997,NBA,Western Conf Semifinals,May 4 - May 12 1997,Utah Jazz,4,Los Angeles Lakers,1,1,4,UTA,-270.0,LAL,210.0
1997,NBA,Eastern Conf Finals,May 20 - May 28 1997,Chicago Bulls,4,Miami Heat,1,1,2,CHI,-1700.0,MIA,1100.0
1997,NBA,Western Conf Finals,May 19 - May 29 1997,Utah Jazz,4,Houston Rockets,2,1,3,UTA,-220.0,HOU,180.0
1997,NBA,Finals,Jun 1 - Jun 13 1997,Chicago Bulls,4,Utah Jazz,2,1,1,CHI,-600.0,UTA,400.0
1996,NBA,Eastern Conf First Round,Apr 25 - May 5 1996,Atlanta Hawks,3,Indiana Pacers,2,6,3,IND,-140.0,ATL,120.0
1996,NBA,Eastern Conf First Round,Apr 26 - May 1 1996,Chicago Bulls,3,Miami Heat,0,1,8,CHI,-2500.0,MIA,1800.0
1996,NBA,Eastern Conf First Round,Apr 25 - May 1 1996,New York Knicks,3,Cleveland Cavaliers,0,5,4,CLE,-185.0,NYK,165.0
1996,NBA,Eastern Conf First Round,Apr 26 - Apr 30 1996,Orlando Magic,3,Detroit Pistons,0,2,7,ORL,-1500.0,DET,1000.0
1996,NBA,Western Conf First Round,Apr 25 - May 2 1996,Houston Rockets,3,Los Angeles Lakers,1,5,4,LAL,-145.0,HOU,125.0
1996,NBA,Western Conf First Round,Apr 26 - May 3 1996,San Antonio Spurs,3,Phoenix Suns,1,2,7,SAS,-500.0,PHO,350.0
1996,NBA,Western Conf First Round,Apr 26 - May 2 1996,Seattle SuperSonics,3,Sacramento Kings,1,1,8,SEA,-2200.0,SAC,1500.0
1996,NBA,Western Conf First Round,Apr 25 - May 5 1996,Utah Jazz,3,Portland Trail Blazers,2,3,6,UTA,-400.0,POR,300.0
1996,NBA,Eastern Conf Semifinals,May 5 - May 14 1996,Chicago Bulls,4,New York Knicks,1,1,5,CHI,-3500.0,NYK,2200.0
1996,NBA,Eastern Conf Semifinals,May 8 - May 15 1996,Orlando Magic,4,Atlanta Hawks,1,2,6,,,,
1996,NBA,Western Conf Semifinals,May 4 - May 12 1996,Seattle SuperSonics,4,Houston Rockets,0,1,5,SEA,-200.0,HOU,170.0
1996,NBA,Western Conf Semifinals,May 7 - May 16 1996,Utah Jazz,4,San Antonio Spurs,2,3,2,,,,
1996,NBA,Eastern Conf Finals,May 19 - May 27 1996,Chicago Bulls,4,Orlando Magic,0,1,2,CHI,-500.0,ORL,350.0
1996,NBA,Western Conf Finals,May 18 - Jun 2 1996,Seattle SuperSonics,4,Utah Jazz,3,1,3,SEA,-270.0,UTA,210.0
1996,NBA,Finals,Jun 5 - Jun 16 1996,Chicago Bulls,4,Seattle SuperSonics,2,1,1,CHI,-950.0,SEA,650.0
1995,NBA,Eastern Conf First Round,Apr 28 - May 4 1995,Chicago Bulls,3,Charlotte Hornets,1,5,4,CHI,-360.0,CHH,280.0
1995,NBA,Eastern Conf First Round,Apr 27 - May 2 1995,Indiana Pacers,3,Atlanta Hawks,0,2,7,IND,-360.0,ATL,280.0
1995,NBA,Eastern Conf First Round,Apr 27 - May 4 1995,New York Knicks,3,Cleveland Cavaliers,1,3,6,NYK,-400.0,CLE,300.0
1995,NBA,Eastern Conf First Round,Apr 28 - May 5 1995,Orlando Magic,3,Boston Celtics,1,1,8,ORL,-950.0,BOS,650.0
1995,NBA,Western Conf First Round,Apr 27 - May 7 1995,Houston Rockets,3,Utah Jazz,2,6,3,UTA,-270.0,HOU,210.0
1995,NBA,Western Conf First Round,Apr 27 - May 4 1995,Los Angeles Lakers,3,Seattle SuperSonics,1,5,4,SEA,-400.0,LAL,300.0
1995,NBA,Western Conf First Round,Apr 28 - May 2 1995,Phoenix Suns,3,Portland Trail Blazers,0,2,7,PHO,-400.0,POR,300.0
1995,NBA,Western Conf First Round,Apr 28 - May 2 1995,San Antonio Spurs,3,Denver Nuggets,0,1,8,SAS,-600.0,DEN,400.0
1995,NBA,Eastern Conf Semifinals,May 7 - May 21 1995,Indiana Pacers,4,New York Knicks,3,2,3,NYK,-140.0,IND,120.0
1995,NBA,Eastern Conf Semifinals,May 7 - May 18 1995,Orlando Magic,4,Chicago Bulls,2,1,5,CHI,-185.0,ORL,165.0
1995,NBA,Western Conf Semifinals,May 9 - May 20 1995,Houston Rockets,4,Phoenix Suns,3,6,2,PHO,-270.0,HOU,210.0
1995,NBA,Western Conf Semifinals,May 6 - May 18 1995,San Antonio Spurs,4,Los Angeles Lakers,2,1,5,SAS,-600.0,LAL,400.0
1995,NBA,Eastern Conf Finals,May 23 - Jun 4 1995,Orlando Magic,4,Indiana Pacers,3,1,2,ORL,-200.0,IND,170.0
1995,NBA,Western Conf Finals,May 22 - Jun 1 1995,Houston Rockets,4,San Antonio Spurs,2,6,1,SAS,-330.0,HOU,250.0
1995,NBA,Finals,Jun 7 - Jun 14 1995,Houston Rockets,4,Orlando Magic,0,6,1,ORL,-150.0,HOU,130.0
1994,NBA,Eastern Conf First Round,Apr 28 - May 8 1994,Atlanta Hawks,3,Miami Heat,2,1,8,ATL,-360.0,MIA,280.0
1994,NBA,Eastern Conf First Round,Apr 29 - May 3 1994,Chicago Bulls,3,Cleveland Cavaliers,0,3,6,CHI,-250.0,CLE,200.0
1994,NBA,Eastern Conf First Round,Apr 28 - May 2 1994,Indiana Pacers,3,Orlando Magic,0,5,4,ORL,-170.0,IND,150.0
1994,NBA,Eastern Conf First Round,Apr 29 - May 6 1994,New York Knicks,3,New Jersey Nets,1,2,7,NYK,-360.0,NJN,280.0
1994,NBA,Western Conf First Round,Apr 28 - May 7 1994,Denver Nuggets,3,Seattle SuperSonics,2,8,1,SEA,-2000.0,DEN,1400.0
1994,NBA,Western Conf First Round,Apr 29 - May 6 1994,Houston Rockets,3,Portland Trail Blazers,1,2,7,HOU,-270.0,POR,210.0
1994,NBA,Western Conf First Round,Apr 29 - May 4 1994,Phoenix Suns,3,Golden State Warriors,0,3,6,PHO,-360.0,GSW,280.0
1994,NBA,Western Conf First Round,Apr 28 - May 5 1994,Utah Jazz,3,San Antonio Spurs,1,5,4,SAS,-200.0,UTA,170.0
1994,NBA,Eastern Conf Semifinals,May 10 - May 19 1994,Indiana Pacers,4,Atlanta Hawks,2,5,1,ATL,-160.0,IND,140.0
1994,NBA,Eastern Conf Semifinals,May 8 - May 22 1994,New York Knicks,4,Chicago Bulls,3,2,3,NYK,-180.0,CHI,160.0
1994,NBA,Western Conf Semifinals,May 8 - May 21 1994,Houston Rockets,4,Phoenix Suns,3,2,3,HOU,-120.0,PHO,100.0
1994,NBA,Western Conf Semifinals,May 10 - May 21 1994,Utah Jazz,4,Denver Nuggets,3,5,8,UTA,-650.0,DEN,450.0
1994,NBA,Eastern Conf Finals,May 24 - Jun 5 1994,New York Knicks,4,Indiana Pacers,3,2,5,NYK,-200.0,IND,170.0
1994,NBA,Western Conf Finals,May 23 - May 31 1994,Houston Rockets,4,Utah Jazz,1,2,5,HOU,-270.0,UTA,210.0
1994,NBA,Finals,Jun 8 - Jun 22 1994,Houston Rockets,4,New York Knicks,3,2,2,HOU,-220.0,NYK,180.0
1993,NBA,Eastern Conf First Round,Apr 29 - May 5 1993,Charlotte Hornets,3,Boston Celtics,1,5,4,BOS,-165.0,CHH,145.0
1993,NBA,Eastern Conf First Round,Apr 30 - May 4 1993,Chicago Bulls,3,Atlanta Hawks,0,2,7,CHI,-1200.0,ATL,800.0
1993,NBA,Eastern Conf First Round,Apr 29 - May 9 1993,Cleveland Cavaliers,3,New Jersey Nets,2,3,6,CLE,-700.0,NJN,500.0
1993,NBA,Eastern Conf First Round,Apr 30 - May 6 1993,New York Knicks,3,Indiana Pacers,1,1,8,NYK,-900.0,IND,600.0
1993,NBA,Western Conf First Round,Apr 29 - May 8 1993,Houston Rockets,3,Los Angeles Clippers,2,2,7,HOU,-600.0,LAC,400.0
1993,NBA,Western Conf First Round,Apr 30 - May 9 1993,Phoenix Suns,3,Los Angeles Lakers,2,1,8,PHO,-3000.0,LAL,2000.0
1993,NBA,Western Conf First Round,Apr 29 - May 7 1993,San Antonio Spurs,3,Portland Trail Blazers,1,5,4,POR,-250.0,SAS,200.0
1993,NBA,Western Conf First Round,Apr 30 - May 8 1993,Seattle SuperSonics,3,Utah Jazz,2,3,6,SEA,-350.0,UTA,275.0
1993,NBA,Eastern Conf Semifinals,May 11 - May 17 1993,Chicago Bulls,4,Cleveland Cavaliers,0,2,3,CHI,-500.0,CLE,350.0
1993,NBA,Eastern Conf Semifinals,May 9 - May 18 1993,New York Knicks,4,Charlotte Hornets,1,1,5,,,,
1993,NBA,Western Conf Semifinals,May 11 - May 20 1993,Phoenix Suns,4,San Antonio Spurs,2,1,5,PHO,-650.0,SAS,450.0
1993,NBA,Western Conf Semifinals,May 10 - May 22 1993,Seattle SuperSonics,4,Houston Rockets,3,3,2,SEA,-135.0,HOU,115.0
1993,NBA,Eastern Conf Finals,May 23 - Jun 4 1993,Chicago Bulls,4,New York Knicks,2,2,1,CHI,-150.0,NYK,130.0
1993,NBA,Western Conf Finals,May 24 - Jun 5 1993,Phoenix Suns,4,Seattle SuperSonics,3,1,3,PHO,-330.0,SEA,250.0
1993,NBA,Finals,Jun 9 - Jun 20 1993,Chicago Bulls,4,Phoenix Suns,2,2,1,CHI,-240.0,PHO,190.0
1992,NBA,Eastern Conf First Round,Apr 23 - Apr 27 1992,Boston Celtics,3,Indiana Pacers,0,2,7,BOS,-550.0,IND,350.0
1992,NBA,Eastern Conf First Round,Apr 24 - Apr 29 1992,Chicago Bulls,3,Miami Heat,0,1,8,CHI,-10000.0,MIA,7500.0
1992,NBA,Eastern Conf First Round,Apr 23 - Apr 30 1992,Cleveland Cavaliers,3,New Jersey Nets,1,3,6,CLE,-850.0,NJN,550.0
1992,NBA,Eastern Conf First Round,Apr 24 - May 3 1992,New York Knicks,3,Detroit Pistons,2,4,5,NYK,-160.0,DET,120.0
1992,NBA,Western Conf First Round,Apr 24 - Apr 29 1992,Phoenix Suns,3,San Antonio Spurs,0,4,5,PHO,-1500.0,SAS,1000.0
1992,NBA,Western Conf First Round,Apr 23 - May 3 1992,Portland Trail Blazers,3,Los Angeles Lakers,1,1,8,POR,-2000.0,LAL,1500.0
1992,NBA,Western Conf First Round,Apr 23 - Apr 30 1992,Seattle SuperSonics,3,Golden State Warriors,1,6,3,GSW,-270.0,SEA,210.0
1992,NBA,Western Conf First Round,Apr 24 - May 4 1992,Utah Jazz,3,Los Angeles Clippers,2,2,7,UTA,-450.0,LAC,325.0
1992,NBA,Eastern Conf Semifinals,May 5 - May 17 1992,Chicago Bulls,4,New York Knicks,3,1,4,CHI,-2500.0,NYK,1700.0
1992,NBA,Eastern Conf Semifinals,May 2 - May 17 1992,Cleveland Cavaliers,4,Boston Celtics,3,3,2,CLE,-170.0,BOS,130.0
1992,NBA,Western Conf Semifinals,May 5 - May 14 1992,Portland Trail Blazers,4,Phoenix Suns,1,1,4,POR,-500.0,PHO,350.0
1992,NBA,Western Conf Semifinals,May 6 - May 14 1992,Utah Jazz,4,Seattle SuperSonics,1,2,6,UTA,-200.0,SEA,160.0
1992,NBA,Eastern Conf Finals,May 19 - May 29 1992,Chicago Bulls,4,Cleveland Cavaliers,2,1,3,CHI,-650.0,CLE,450.0
1992,NBA,Western Conf Finals,May 16 - May 28 1992,Portland Trail Blazers,4,Utah Jazz,2,1,2,POR,-360.0,UTA,280.0
1992,NBA,Finals,Jun 3 - Jun 14 1992,Chicago Bulls,4,Portland Trail Blazers,2,1,1,CHI,-250.0,POR,200.0
1991,NBA,Eastern Conf First Round,Apr 26 - May 5 1991,Boston Celtics,3,Indiana Pacers,2,2,7,BOS,-900.0,IND,600.0
1991,NBA,Eastern Conf First Round,Apr 25 - Apr 30 1991,Chicago Bulls,3,New York Knicks,0,1,8,CHI,-1200.0,NYK,800.0
1991,NBA,Eastern Conf First Round,Apr 26 - May 5 1991,Detroit Pistons,3,Atlanta Hawks,2,3,6,DET,-400.0,ATL,300.0
1991,NBA,Eastern Conf First Round,Apr 25 - Apr 30 1991,Philadelphia 76ers,3,Milwaukee Bucks,0,5,4,MIL,-180.0,PHI,140.0
1991,NBA,Western Conf First Round,Apr 25 - May 3 1991,Golden State Warriors,3,San Antonio Spurs,1,7,2,SAS,-500.0,GSW,350.0
1991,NBA,Western Conf First Round,Apr 25 - Apr 30 1991,Los Angeles Lakers,3,Houston Rockets,0,3,6,LAL,-360.0,HOU,280.0
1991,NBA,Western Conf First Round,Apr 26 - May 4 1991,Portland Trail Blazers,3,Seattle SuperSonics,2,1,8,POR,-1200.0,SEA,800.0
1991,NBA,Western Conf First Round,Apr 25 - May 2 1991,Utah Jazz,3,Phoenix Suns,1,5,4,PHO,-360.0,UTA,280.0
1991,NBA,Eastern Conf Semifinals,May 4 - May 14 1991,Chicago Bulls,4,Philadelphia 76ers,1,1,5,CHI,-500.0,PHI,350.0
1991,NBA,Eastern Conf Semifinals,May 7 - May 17 1991,Detroit Pistons,4,Boston Celtics,2,3,2,BOS,-270.0,DET,210.0
1991,NBA,Western Conf Semifinals,May 5 - May 14 1991,Los Angeles Lakers,4,Golden State Warriors,1,3,7,LAL,-800.0,GSW,550.0
1991,NBA,Western Conf Semifinals,May 7 - May 14 1991,Portland Trail Blazers,4,Utah Jazz,1,1,5,POR,-650.0,UTA,450.0
1991,NBA,Eastern Conf Finals,May 19 - May 27 1991,Chicago Bulls,4,Detroit Pistons,0,1,3,CHI,-270.0,DET,210.0
1991,NBA,Western Conf Finals,May 18 - May 30 1991,Los Angeles Lakers,4,Portland Trail Blazers,2,3,1,POR,-190.0,LAL,150.0
1991,NBA,Finals,Jun 2 - Jun 12 1991,Chicago Bulls,4,Los Angeles Lakers,1,1,3,CHI,-200.0,LAL,170.0
1990,NBA,Eastern Conf First Round,Apr 27 - May 3 1990,Chicago Bulls,3,Milwaukee Bucks,1,3,6,CHI,-650.0,MIL,450.0
1990,NBA,Eastern Conf First Round,Apr 26 - May 1 1990,Detroit Pistons,3,Indiana Pacers,0,1,8,DET,-1200.0,IND,800.0
1990,NBA,Eastern Conf First Round,Apr 26 - May 6 1990,New York Knicks,3,Boston Celtics,2,5,4,BOS,-450.0,NYK,325.0
1990,NBA,Eastern Conf First Round,Apr 26 - May 5 1990,Philadelphia 76ers,3,Cleveland Cavaliers,2,2,7,PHI,-450.0,CLE,325.0
1990,NBA,Western Conf First Round,Apr 27 - May 3 1990,Los Angeles Lakers,3,Houston Rockets,1,1,8,LAL,-1200.0,HOU,800.0
1990,NBA,Western Conf First Round,Apr 27 - May 6 1990,Phoenix Suns,3,Utah Jazz,2,5,4,UTA,-160.0,PHO,140.0
1990,NBA,Western Conf First Round,Apr 26 - May 1 1990,Portland Trail Blazers,3,Dallas Mavericks,0,3,6,POR,-600.0,DAL,400.0
1990,NBA,Western Conf First Round,Apr 26 - May 1 1990,San Antonio Spurs,3,Denver Nuggets,0,2,7,SAS,-500.0,DEN,350.0
1990,NBA,Eastern Conf Semifinals,May 7 - May 16 1990,Chicago Bulls,4,Philadelphia 76ers,1,3,2,CHI,-160.0,PHI,140.0
1990,NBA,Eastern Conf Semifinals,May 8 - May 15 1990,Detroit Pistons,4,New York Knicks,1,1,5,DET,-1500.0,NYK,1000.0
